origin_country_code,origin_country_label_fr,reporting_country_code,reporting_country_name,sample_country_code,sample_country_name,sample_date,sample_year,sample_month,sample_day,crop_group,product_name,sampling_point,param_name,zen_detected,zen_value_ug_kg,lod_ug_kg,loq_ug_kg,result_status,result_type,origin_matches_reporting_country,origin_matches_sample_country,sampling_strategy,program_type,sample_method,source_archive,source_file,resId_A,latitude,longitude,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,cloud_cover_mean
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-15,2019,10,15,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,74356034E4D829473F585D48F5A337A8,46.814,20.877,2019-10-15,16.425,24.45,11.25,73.616905,0.0,6.5416665
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-15,2019,10,15,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,8F0837D9FE4FC8256C0A3E8EFED416B2,46.814,20.877,2019-10-15,16.425,24.45,11.25,73.616905,0.0,6.5416665
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-16,2019,10,16,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,3ED48D843CE45A83F7E2134DF4467E39,46.814,20.877,2019-10-16,16.14375,22.85,11.35,73.81946,0.0,10.0
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2019-10-23,2019,10,23,barley,Barley grain (feed),Storage,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2020_CZ_2019.ZIP/OCC_CHEMMON2020_CZ_2019.CSV,02DB9AA1D3A5A2F7F7383CCCAF04B6E8,49.765,15.05,2019-10-23,13.214583,17.0,10.6,92.19602,0.0,64.25
DK,Danemark,DK,Denmark,DK,Denmark,2019-10-23,2019,10,23,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2020_DK_2019.ZIP/OCC_CHEMMON2020_DK_2019.CSV,B7826A822AC19B8B93B5102AE2F764DD,55.779,9.119,2019-10-23,10.460416,12.95,7.95,85.18473,0.1,83.125
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-24,2019,10,24,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,AE1968B34A0EF9673AA06AC1F4D204B7,46.814,20.877,2019-10-24,10.95,25.35,16.766666,63.482998,0.0,0.0
DK,Danemark,DK,Denmark,DK,Denmark,2019-10-28,2019,10,28,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2020_DK_2019.ZIP/OCC_CHEMMON2020_DK_2019.CSV,ACDBB922BC5F7F8DC387A375C9AADD5B,55.779,9.119,2019-10-28,2.45,9.5,6.1625004,84.502365,0.0,28.833334
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-29,2019,10,29,maize,Maize grain (feed),Primary production,Zearalenone,yes,30.0,,25.0,quantified_positive,Numerical Value,yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,96252F581ABF4E46EE97890D4AD14A82,46.814,20.877,2019-10-29,6.35,11.45,9.000003,72.98362,2.0,90.708336
HU,Hongrie,HU,Hungary,HU,Hungary,2019-10-29,2019,10,29,maize,Maize grain (feed),Primary production,Zearalenone,yes,108.0,,25.0,quantified_positive,Numerical Value,yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,35ABF767F86040466A2995FF51863192,46.814,20.877,2019-10-29,6.35,11.45,9.000003,72.98362,2.0,90.708336
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-04,2019,11,4,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,C88B3CC8DE7F97D0A2FF78A283BAE914,46.814,20.877,2019-11-04,14.320835,17.4,9.45,80.55945,3.4,66.625
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-05,2019,11,5,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,795AC3940F7B77CE395FA80EFF8F7D99,46.814,20.877,2019-11-05,15.375,19.3,9.8,68.874176,1.6,47.416668
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-08,2019,11,8,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,71D4A9EC225C1605C1B8A48DC4FA8253,46.814,20.877,2019-11-08,7.95,11.35,9.9625,96.72158,8.400001,84.416664
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-12,2019,11,12,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,527A4F79193DF3383807E2A6354CFAF3,46.814,20.877,2019-11-12,5.2,16.15,11.295834,77.144356,2.6000001,98.541664
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-12,2019,11,12,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,C3A2298FDB672C945A7DA5E48074CF7E,46.814,20.877,2019-11-12,5.2,16.15,11.295834,77.144356,2.6000001,98.541664
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-15,2019,11,15,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,D1173D70457B9B7807A29D0060EB217A,46.814,20.877,2019-11-15,9.3,15.75,11.991666,88.06317,0.0,78.625
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-18,2019,11,18,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,5831EBDEE93C73BD5EAE510F241E2A25,46.814,20.877,2019-11-18,11.622916,16.75,6.35,74.77247,0.1,53.958332
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-18,2019,11,18,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,91C83F3C13730CC1DE9DF191503084D4,46.814,20.877,2019-11-18,11.622916,16.75,6.35,74.77247,0.1,53.958332
HU,Hongrie,HU,Hungary,HU,Hungary,2019-11-19,2019,11,19,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,FA124557FCAE7A65EF5861F4C250D1EF,46.814,20.877,2019-11-19,9.943749,15.45,6.25,84.38887,0.0,63.166668
HU,Hongrie,HU,Hungary,HU,Hungary,2019-12-05,2019,12,5,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,DA6E93D8990E98BC15F1D000599D4952,46.814,20.877,2019-12-05,-4.9,3.05,-2.0937502,89.01032,0.0,32.208332
HU,Hongrie,HU,Hungary,HU,Hungary,2019-12-12,2019,12,12,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,5644F60177E0AEAEA70FAD7008776CC9,46.814,20.877,2019-12-12,1.8,7.35,4.3250003,92.17286,1.2,90.375
HU,Hongrie,HU,Hungary,HU,Hungary,2019-12-16,2019,12,16,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,A500BE92B8BA9D246072CC3D4F9F3F49,46.814,20.877,2019-12-16,5.3,12.95,8.1375,74.76302,0.0,61.333332
HU,Hongrie,HU,Hungary,HU,Hungary,2019-12-16,2019,12,16,maize,Maize grain (feed),Primary production,Zearalenone,no,,,25.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,,HU_latest_15333988_contaminants.zip,OCC_CHEMMON2020_HU_2019.ZIP/OCC_CHEMMON2020_HU_2019.CSV,47BE724729ACF33BE3CA73CB56A33986,46.814,20.877,2019-12-16,5.3,12.95,8.1375,74.76302,0.0,61.333332
DK,Danemark,DK,Denmark,DK,Denmark,2020-01-27,2020,1,27,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,5E39702F556CEC0415C376A0FBA1A046,55.779,9.119,2020-01-27,5.05,6.95,5.7354164,93.79958,4.1,99.666664
DK,Danemark,DK,Denmark,DK,Denmark,2020-01-29,2020,1,29,maize,Maize silage (feed),Primary production,Zearalenone,yes,40.02932567,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,CE77C05E4661142E7BA4C2F523720C0F,55.779,9.119,2020-01-29,1.2,6.35,4.010417,84.18513,1.2,77.708336
DK,Danemark,DK,Denmark,DK,Denmark,2020-01-31,2020,1,31,maize,Maize silage (feed),Primary production,Zearalenone,yes,7.924329457,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,FB617BECB87E6C0A9954A5A168713453,55.779,9.119,2020-01-31,6.85,8.25,7.602083,90.19678,2.1000001,96.916664
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-06,2020,2,6,maize,Maize silage (feed),Primary production,Zearalenone,yes,41.43914794,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,0F22A7ADFC8E198838AEBCA78D36E85B,55.779,9.119,2020-02-06,4.1,8.2,6.358333,90.00471,0.0,94.458336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-06,2020,2,6,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,10F5937AAB86C32AB9BA5B3FBF67741E,55.779,9.119,2020-02-06,4.1,8.2,6.358333,90.00471,0.0,94.458336
LT,Lituanie,LT,Lithuania,LT,Lithuania,2020-02-12,2020,2,12,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,no,,,7.8,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2021_LT_2020.ZIP/OCC_CHEMMON2021_LT_2020.CSV,43C2A4D364FF81706B60E29735228A48,55.201,24.135,2020-02-12,2.225,3.6,1.3,88.71267,4.1,97.125
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-02-12,2020,2,12,barley,Barley grain (feed),Storage,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,E0EB9B82C93581D42418FEA7CF28BADE,49.765,15.05,2020-02-12,1.1979166,3.3,-0.45,71.206245,1.6,61.708332
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-18,2020,2,18,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,8FD4905554364FEBE55C3E71DE53F4B5,55.779,9.119,2020-02-18,3.65,6.0,4.7312503,84.35828,5.9999995,70.958336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-18,2020,2,18,maize,Maize silage (feed),Primary production,Zearalenone,yes,269.0261745,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,8B62AEC1A02535112FE6374EB3A5A44C,55.779,9.119,2020-02-18,3.65,6.0,4.7312503,84.35828,5.9999995,70.958336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-19,2020,2,19,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,B45C6FE2CAAF31D3B451EF659A4482D0,55.779,9.119,2020-02-19,5.5874996,10.15,0.65,72.79568,0.7,75.083336
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2020-02-19,2020,2,19,wheat,Common wheat grain,Farm,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Other,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2021_SK_2020.ZIP/OCC_CHEMMON2021_SK_2020.CSV,29AD7FF90B8AC0F387E14388304AE1D2,48.053,17.37,2020-02-19,3.9333334,6.2,2.4,91.23777,8.2,81.916664
LT,Lituanie,LT,Lithuania,LT,Lithuania,2020-02-20,2020,2,20,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,yes,19.0,,7.8,quantified_positive,Numerical Value,yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2021_LT_2020.ZIP/OCC_CHEMMON2021_LT_2020.CSV,5E4DF7824792F7C9C1453CB87F557B03,55.201,24.135,2020-02-20,3.4458334,5.8,0.15,87.147026,0.3,77.208336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-20,2020,2,20,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,67366AEF8A25054ADDE1FE35384120F8,55.779,9.119,2020-02-20,5.139583,7.0,2.8,93.694496,16.9,94.125
LT,Lituanie,LT,Lithuania,LT,Lithuania,2020-02-25,2020,2,25,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,no,,,7.8,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2021_LT_2020.ZIP/OCC_CHEMMON2021_LT_2020.CSV,3E3D613B069FBE88B1873C65F59E7E9C,55.201,24.135,2020-02-25,1.1604167,3.75,-2.25,92.43572,3.1,90.916664
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-25,2020,2,25,wheat,Wheat grains (feed),Primary production,Zearalenone,yes,38.72594496,,15.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,D135A874E73995604AB96DC6B6A3ED6B,55.779,9.119,2020-02-25,3.6187499,5.35,1.55,87.28324,3.6000004,83.125
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-25,2020,2,25,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,BF937F5E973B9B838307C502C540F977,55.779,9.119,2020-02-25,3.6187499,5.35,1.55,87.28324,3.6000004,83.125
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-26,2020,2,26,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,E1631486AEDA5793E5A2EDB4759301B6,55.779,9.119,2020-02-26,0.8229168,2.45,-1.15,85.24134,1.4000002,95.041664
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-26,2020,2,26,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,BD06A437F4E3E2A421F569AB9044AF0D,55.779,9.119,2020-02-26,0.8229168,2.45,-1.15,85.24134,1.4000002,95.041664
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-27,2020,2,27,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,B9EDB4C19EB34632BE584108D6F90338,55.779,9.119,2020-02-27,1.4375001,4.6,-1.05,87.76678,2.6999998,88.708336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-27,2020,2,27,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,052A2C1E86DB1CD9D67B9F6C1A0B6147,55.779,9.119,2020-02-27,1.4375001,4.6,-1.05,87.76678,2.6999998,88.708336
DK,Danemark,DK,Denmark,DK,Denmark,2020-02-28,2020,2,28,maize,Maize silage (feed),Primary production,Zearalenone,no,,,1.4,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,F96E6AE6897510C23FFDA16B0BB10302,55.779,9.119,2020-02-28,3.3770835,6.25,0.75,82.969444,1.1,71.833336
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2020-03-04,2020,3,4,maize,Maize grain,Farm,Zearalenone,yes,30.0,,20.0,quantified_positive,Numerical Value,yes,yes,Other,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2021_SK_2020.ZIP/OCC_CHEMMON2021_SK_2020.CSV,C763A206510F124BBA463720E16C46A2,48.053,17.37,2020-03-04,2.05,9.9,5.927084,67.946915,0.1,55.375
DK,Danemark,DK,Denmark,DK,Denmark,2020-03-11,2020,3,11,maize,Maize silage (feed),Primary production,Zearalenone,yes,45.26799911,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,9FA4733599AAC5BF640C196A27A338AD,55.779,9.119,2020-03-11,8.937501,10.35,6.45,89.58795,13.700003,95.416664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-03-11,2020,3,11,barley,Barley grain (feed),Storage,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,D57E08506C23B094A8AA286ED19A4646,49.765,15.05,2020-03-11,6.3770833,8.25,4.45,80.06858,1.5,54.125
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-04-23,2020,4,23,wheat,Wheat grains (feed),Storage,Zearalenone,yes,113.0,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,86D7E732E54AEC472F652B972E7F2E52,49.765,15.05,2020-04-23,4.9,17.95,11.591667,50.627308,0.0,0.0
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-05-14,2020,5,14,barley,Barley grain (feed),Primary production,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,E30F842AED3A7CA094B418F7D17F98E7,49.765,15.05,2020-05-14,6.5,12.1,9.110415,77.42773,4.2,76.291664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-05-25,2020,5,25,maize,Maize grain (feed),Storage,Zearalenone,yes,32.9,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,2BB1A9EB73A6B726F46C4270CE55631A,49.765,15.05,2020-05-25,8.15,12.1,9.816667,84.29844,6.0999994,76.166664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2020-05-27,2020,5,27,maize,Maize grain (feed),Storage,Zearalenone,no,,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2021_CZ_2020.ZIP/OCC_CHEMMON2021_CZ_2020.CSV,4DC186BFE406ED05D3E27400E86D1187,49.765,15.05,2020-05-27,12.59375,17.6,5.65,64.785835,0.0,51.291668
DK,Danemark,DK,Denmark,DK,Denmark,2020-05-27,2020,5,27,generic_cereal,Cereal grains and products derived thereof (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,175652EE3D2E0C58F9748E7321F4BC03,55.779,9.119,2020-05-27,11.318748,15.1,7.4,74.72103,0.1,71.625
EE,Estonie,EE,Estonia,EE,Estonia,2020-05-29,2020,5,29,wheat,Wheat grains (feed),Farm,Zearalenone,no,,20.0,20.0,not_detected_below_lod,Non Detected Value ( less than LOD),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,EE_latest_15412636_contaminants.zip,OCC_CHEMMON2021_EE_2020.ZIP/OCC_CHEMMON2021_EE_2020.CSV,AD141774D7E7A78C59EE97E2920117A5,58.295,26.613,2020-05-29,6.05,17.0,12.306249,57.569843,0.0,6.125
DK,Danemark,DK,Denmark,DK,Denmark,2020-06-04,2020,6,4,maize,Maize silage (feed),Primary production,Zearalenone,no,,,1.4,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2021_DK_2020.ZIP/OCC_CHEMMON2021_DK_2020.CSV,065457B3085C7EAF4BE61535BCBC05B7,55.779,9.119,2020-06-04,11.0,15.35,12.816666,85.33463,23.500002,99.916664
