origin_country_code,origin_country_label_fr,reporting_country_code,reporting_country_name,sample_country_code,sample_country_name,sample_date,sample_year,sample_month,sample_day,crop_group,product_name,sampling_point,param_name,zen_detected,zen_value_ug_kg,lod_ug_kg,loq_ug_kg,result_status,result_type,origin_matches_reporting_country,origin_matches_sample_country,sampling_strategy,program_type,sample_method,source_archive,source_file,resId_A,latitude,longitude,date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,cloud_cover_mean
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2021-08-23,2021,8,23,wheat,Common wheat grain,Farm,Zearalenone,no,,3.0,10.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2022_SK_2021.ZIP/OCC_CHEMMON2022_SK_2021.CSV,125D9FDDA84C15F3D1A327AC9B3CA304,48.053,17.37,2021-08-23,15.579166,18.85,12.85,82.23919,2.0000002,66.375
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-08-23,2021,8,23,wheat,Wheat grains (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,A648A68945149601ED7C96590DB9B32E,49.765,15.05,2021-08-23,19.495834,22.15,17.05,75.3656,17.4,74.583336
DK,Danemark,DK,Denmark,DK,Denmark,2021-08-25,2021,8,25,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,CAFBF3B9D0FAA1D29D5049075E906407,55.779,9.119,2021-08-25,12.7,17.05,15.114582,85.739746,2.7,74.125
DK,Danemark,DK,Denmark,DK,Denmark,2021-08-31,2021,8,31,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,095EA2D689A60E757655748083CE2B98,55.779,9.119,2021-08-31,9.6,20.8,15.358334,80.23045,0.0,9.375
DK,Danemark,DK,Denmark,DK,Denmark,2021-08-31,2021,8,31,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,29CD74843EEB3EEFA057C38CFF7290FD,55.779,9.119,2021-08-31,9.6,20.8,15.358334,80.23045,0.0,9.375
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-03,2021,9,3,maize,Maize silage (feed),Primary production,Zearalenone,yes,27.38068709,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,EA4129A01D8128849E711701E7E46421,55.779,9.119,2021-09-03,10.9,18.7,14.314583,82.69891,0.0,11.625
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-03,2021,9,3,maize,Maize silage (feed),Primary production,Zearalenone,yes,36.9600548,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,276FC83E22CDA7D4BC0AC5C5E02F3CF9,55.779,9.119,2021-09-03,10.9,18.7,14.314583,82.69891,0.0,11.625
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-03,2021,9,3,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,130D4ED3AEFCD8480E8A0B18A220594C,55.779,9.119,2021-09-03,10.9,18.7,14.314583,82.69891,0.0,11.625
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-06,2021,9,6,maize,Maize silage (feed),Primary production,Zearalenone,yes,28.42776378,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,4C0402F9E4C7F08146EE85BAAC18ABDC,55.779,9.119,2021-09-06,13.818748,17.35,10.3,85.8529,0.5,93.125
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-07,2021,9,7,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,46A9762F40694CC2FAA01E6E31B433B3,55.779,9.119,2021-09-07,14.745834,18.85,10.1,88.03878,0.0,76.166664
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-07,2021,9,7,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,1A1498A82005E33FEB88900C22B4DD53,55.779,9.119,2021-09-07,14.745834,18.85,10.1,88.03878,0.0,76.166664
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-09,2021,9,9,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,A978BAA1314B58263F7C657155F23299,55.779,9.119,2021-09-09,13.85,23.25,17.885416,78.27653,0.0,8.458333
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-09,2021,9,9,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,345F82F47132D904E6BE348BA6640A23,55.779,9.119,2021-09-09,13.85,23.25,17.885416,78.27653,0.0,8.458333
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-14,2021,9,14,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,17AAB83C57EC94A29A2D84BD23EB45BC,55.779,9.119,2021-09-14,15.162499,18.4,11.95,85.40622,0.70000005,86.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-14,2021,9,14,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,07BEDB4537757C0C36A052A34B7CDCFD,55.779,9.119,2021-09-14,15.162499,18.4,11.95,85.40622,0.70000005,86.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-14,2021,9,14,wheat,Wheat grains (feed),Primary production,Zearalenone,no,8.166333363,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,49730EE8BA22CBBF5BADCC3F6DE877C4,55.779,9.119,2021-09-14,15.162499,18.4,11.95,85.40622,0.70000005,86.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-15,2021,9,15,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,3C3961D354412F4132FD97C0DB099B71,55.779,9.119,2021-09-15,14.710418,15.9,12.45,93.243256,14.6,99.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-15,2021,9,15,maize,Maize silage (feed),Primary production,Zearalenone,no,,,1.4,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,9CAF557595D92F0BD660DEB14E114CB9,55.779,9.119,2021-09-15,14.710418,15.9,12.45,93.243256,14.6,99.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-15,2021,9,15,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,C7EA7451E26D2F7F7983A8B0D41AD095,55.779,9.119,2021-09-15,14.710418,15.9,12.45,93.243256,14.6,99.25
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-15,2021,9,15,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,709F63E6C86D646F7538868508FC512E,55.779,9.119,2021-09-15,14.710418,15.9,12.45,93.243256,14.6,99.25
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-09-16,2021,9,16,barley,Barley grain (feed),Primary production,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,6B8EC4E36831FD41AE76793D631ACD07,49.765,15.05,2021-09-16,14.3,20.55,17.185415,88.93921,10.700001,98.041664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-09-17,2021,9,17,maize,Maize grain (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,BA452A56EE49C99ACB5FAED2465BA3A0,49.765,15.05,2021-09-17,13.825,16.95,11.2,80.14309,0.90000004,69.583336
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-17,2021,9,17,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,A0B64B1FEE49DAA306F284A266B96882,55.779,9.119,2021-09-17,12.122916,13.75,9.35,84.96612,0.0,76.416664
DK,Danemark,DK,Denmark,DK,Denmark,2021-09-23,2021,9,23,maize,Maize silage (feed),Primary production,Zearalenone,yes,12.29251033,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2022_DK_2021.ZIP/OCC_CHEMMON2022_DK_2021.CSV,36EC678040267D7A3149E9673C658C57,55.779,9.119,2021-09-23,11.7,15.15,13.916667,81.58863,3.7999997,81.541664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-09-24,2021,9,24,wheat,Wheat grains (feed),Primary production,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,A6F11DB42F8563EE474A65D83EDA520F,49.765,15.05,2021-09-24,13.05,16.55,14.741669,75.97,1.5000001,87.791664
LT,Lituanie,LT,Lithuania,LT,Lithuania,2021-09-27,2021,9,27,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,no,,,7.8,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2022_LT_2021.ZIP/OCC_CHEMMON2022_LT_2021.CSV,775DA739C1DF8E79AA20F8EB21B5360A,55.201,24.135,2021-09-27,4.9,13.15,9.504166,76.9089,0.0,43.541668
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-09-29,2021,9,29,wheat,Wheat grains (feed),Primary production,Zearalenone,yes,23.91,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,EEFDF11FB71C1C8C405C645E727EFD01,49.765,15.05,2021-09-29,10.65,16.75,13.34375,81.44165,2.1999998,73.791664
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2021-09-30,2021,9,30,wheat,Common wheat grain,Primary production,Zearalenone,no,,,1.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2022_SK_2021.ZIP/OCC_CHEMMON2022_SK_2021.CSV,45F72CB8EBAEFC616BFD7EB3A42F1ECF,48.053,17.37,2021-09-30,7.35,16.65,12.974999,74.14779,0.2,58.708332
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2021-10-06,2021,10,6,wheat,Common wheat grain,Primary production,Zearalenone,no,,,1.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2022_SK_2021.ZIP/OCC_CHEMMON2022_SK_2021.CSV,6432AF740584C77F13F8689A5833BC4F,48.053,17.37,2021-10-06,11.3,18.25,13.158333,83.02148,7.3999987,98.875
EE,Estonie,EE,Estonia,EE,Estonia,2021-10-11,2021,10,11,wheat,Wheat grains (feed),Storage,Zearalenone,no,,5.0,5.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,EE_latest_15412636_contaminants.zip,OCC_CHEMMON2022_EE_2021.ZIP/OCC_CHEMMON2022_EE_2021.CSV,05DF617E2B3EF8E303E333963D591F48,58.295,26.613,2021-10-11,3.65,10.1,6.6499996,64.99795,0.0,32.625
EE,Estonie,EE,Estonia,EE,Estonia,2021-10-14,2021,10,14,barley,Barley grain (feed),Farm,Zearalenone,no,,5.0,5.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,EE_latest_15412636_contaminants.zip,OCC_CHEMMON2022_EE_2021.ZIP/OCC_CHEMMON2022_EE_2021.CSV,D8D314EDDF1225F437D10EF84F906BA1,58.295,26.613,2021-10-14,1.75,8.3,4.4854164,91.260796,0.2,83.5
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2021-10-21,2021,10,21,wheat,Wheat grains (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2022_CZ_2021.ZIP/OCC_CHEMMON2022_CZ_2021.CSV,47886C8B77F58A81A7586C4DF8121BC4,49.765,15.05,2021-10-21,9.2,15.4,12.027083,65.23605,2.6,60.208332
SK,Slovaquie,SK,Slovakia,SK,Slovakia,2021-10-28,2021,10,28,wheat,Common wheat grain,Primary production,Zearalenone,no,,,1.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,According to 97/747/EC,SK_latest_15411469_contaminants.zip,OCC_CHEMMON2022_SK_2021.ZIP/OCC_CHEMMON2022_SK_2021.CSV,C4D56A6292024289F2BC74390A7314DD,48.053,17.37,2021-10-28,2.25,14.25,7.2645836,78.99714,0.0,12.166667
LT,Lituanie,LT,Lithuania,LT,Lithuania,2021-11-10,2021,11,10,generic_cereal,Cereal grains and products derived thereof (feed),Farm,Zearalanone,no,,,7.8,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Selective sampling,Official (National) programme,According to Dir. 2002/63/EC,LT_latest_15334031_contaminants.zip,OCC_CHEMMON2022_LT_2021.ZIP/OCC_CHEMMON2022_LT_2021.CSV,928DABDAB455D09280D212C1C53FE4CB,55.201,24.135,2021-11-10,1.5,6.05,3.9750006,84.36317,0.8,83.958336
DK,Danemark,DK,Denmark,DK,Denmark,2022-01-20,2022,1,20,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,614ABAD59294871642C6B71A9D25B223,55.779,9.119,2022-01-20,-2.85,2.15,-0.106250025,55.265762,0.0,7.8333335
DK,Danemark,DK,Denmark,DK,Denmark,2022-01-24,2022,1,24,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,7C2B19ED383869640BE383C54F20A3D4,55.779,9.119,2022-01-24,4.6,5.5,5.0249996,89.51111,0.2,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2022-01-27,2022,1,27,maize,Maize silage (feed),Primary production,Zearalenone,yes,33.89307278,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,BD3F503F7EE3F322E67A0BD4ECFF282B,55.779,9.119,2022-01-27,3.7,7.95,5.808334,80.59274,5.2,58.291668
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-01,2022,2,1,maize,Maize silage (feed),Primary production,Zearalenone,yes,6.386272591,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,F116F3F982F41432E7BE036C7A167020,55.779,9.119,2022-02-01,0.5,6.35,3.6395829,90.52839,8.099999,83.041664
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2022-02-02,2022,2,2,barley,Barley grain (feed),Storage,Zearalenone,yes,24.89,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2023_CZ_2022.ZIP/OCC_CHEMMON2023_CZ_2022.CSV,A3CE2B7B9EBE5DC9071FB60A945C356E,49.765,15.05,2022-02-02,0.1,3.75,1.9250001,79.24557,4.2,70.916664
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-03,2022,2,3,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,427E5AF91A9D00C91BE36DDDF5E7AC23,55.779,9.119,2022-02-03,3.65,7.2,5.710417,97.719055,7.1,100.0
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-09,2022,2,9,maize,Maize silage (feed),Primary production,Zearalenone,yes,13.04885688,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,3B6894E87B53DCC616267696D56C5235,55.779,9.119,2022-02-09,2.9,8.1,5.779167,90.44619,5.1,83.458336
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-09,2022,2,9,maize,Maize silage (feed),Primary production,Zearalenone,yes,32.42706094,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,E7C9AA31ECC446C2449DD9941F3B7780,55.779,9.119,2022-02-09,2.9,8.1,5.779167,90.44619,5.1,83.458336
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-09,2022,2,9,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,D4FDBB65E98E05E4FAC7A541218EF2E6,55.779,9.119,2022-02-09,2.9,8.1,5.779167,90.44619,5.1,83.458336
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2022-02-10,2022,2,10,wheat,Wheat grains (feed),Storage,Zearalenone,yes,45.49,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2023_CZ_2022.ZIP/OCC_CHEMMON2023_CZ_2022.CSV,D92FF9933A51EB7D55CC14A2196BA70A,49.765,15.05,2022-02-10,5.714583,10.65,1.45,76.63289,0.0,74.75
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-10,2022,2,10,maize,Maize silage (feed),Primary production,Zearalenone,yes,24.56955449,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,2EACC2E50619829538F7866E21D8468F,55.779,9.119,2022-02-10,3.0062494,5.25,0.2,84.02537,0.9,63.875
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-10,2022,2,10,maize,Maize silage (feed),Primary production,Zearalenone,yes,11.95827432,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,792CE52717DF2A2E433F1939F2599CC9,55.779,9.119,2022-02-10,3.0062494,5.25,0.2,84.02537,0.9,63.875
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2022-02-14,2022,2,14,maize,Maize grain (feed),Storage,Zearalenone,yes,111.7,,20.0,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2023_CZ_2022.ZIP/OCC_CHEMMON2023_CZ_2022.CSV,9C55E9B4E235E3D5CECD5FE600CF6F32,49.765,15.05,2022-02-14,-2.9,6.8,0.9729168,71.589966,0.0,12.666667
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-15,2022,2,15,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,484F3AC4BAB5961ACCDE876451257C5A,55.779,9.119,2022-02-15,4.7791667,6.5,2.3,85.124626,9.6,93.875
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-16,2022,2,16,maize,Maize silage (feed),Primary production,Zearalenone,yes,28.12264312,,1.4,quantified_positive,Numerical Value,yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,C1BB9778C37E97406AAC6A6BC04878AD,55.779,9.119,2022-02-16,5.2999997,8.75,2.7,91.00757,21.6,90.375
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-16,2022,2,16,wheat,Wheat grains (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,4DC148F80F468BA348C7FB35701A2B26,55.779,9.119,2022-02-16,5.2999997,8.75,2.7,91.00757,21.6,90.375
CZ,Tchequie,CZ,Czechia,CZ,Czechia,2022-02-17,2022,2,17,barley,Barley grain (feed),Storage,Zearalenone,no,20.0,,20.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National) programme,,CZ_latest_15410924_contaminants.zip,OCC_CHEMMON2023_CZ_2022.ZIP/OCC_CHEMMON2023_CZ_2022.CSV,091596B6222B82DE6014F1272EE28916,49.765,15.05,2022-02-17,3.0,11.05,7.139583,72.81809,6.8999996,73.416664
DK,Danemark,DK,Denmark,DK,Denmark,2022-02-22,2022,2,22,barley,Barley grain (feed),Primary production,Zearalenone,no,,,15.0,not_quantified_below_loq,Non Quantified Value ( less than LOQ),yes,yes,Objective sampling,Official (National and EU) programme,According to Reg 152/2009,DK_latest_15402714_contaminants.zip,OCC_CHEMMON2023_DK_2022.ZIP/OCC_CHEMMON2023_DK_2022.CSV,6FB7813F658A01DBBB1B8DDB6281B6D5,55.779,9.119,2022-02-22,-0.55,5.95,3.8145835,84.84021,6.0,89.541664
